SEGMENTID,STREET,DIRECTION,FROM_STREET,TO_STREET,LENGTH, STREET_HEADING, COMMENTS,START_LONGITUDE, START_LATITUDE,END_LONGITUDE, END_LATITUDE, CURRENT_SPEED, LAST_UPDATED,,Start,End
1210,Halsted,NB,55th,51st,0.5,S,,-87.64497,41.794301,-87.645156,41.801585,25,10/15/16 11:50 PM,,"-87.64497, 41.794301","41.794301, -87.645156"
766,Harlem,NB,Armitage,Grand,0.54,N,,-87.8058078,41.91616894,-87.8060612,41.92399189,-1,10/15/16 11:50 PM,,"-87.8058078034, 41.9161689398","41.9161689398, -87.8060612029"
1200,Halsted,NB,95th,91st,0.5,S,,-87.643022,41.721458,-87.643226,41.728767,-1,10/15/16 11:50 PM,,"-87.643022, 41.721458","41.721458, -87.643226"
526,Caldwell,SE,Central,Edens Expy,0.79,N,,-87.76439676,41.99613935,-87.7513065,41.99029021,-1,10/15/16 11:50 PM,,"-87.7643967598, 41.9961393528","41.9961393528, -87.751306501"
1038,Wacker,WB,Michigan,State,0.19,E,,-87.62457619,41.88830328,-87.62797349,41.88695087,20,10/15/16 11:50 PM,,"-87.6245761907, 41.8883032777","41.8883032777, -87.627973493"
769,Harlem,NB,Belmont,Addison,0.5,N,,-87.80654434,41.93798727,-87.80682109,41.94526297,-1,10/15/16 11:50 PM,,"-87.8065443404, 41.9379872726","41.9379872726, -87.8068210943"
781,Peterson,EB,Western,Damen,0.5,W,,-87.68969383,41.99038352,-87.67986058,41.99055022,-1,10/15/16 11:50 PM,,"-87.6896938259, 41.9903835167","41.9903835167, -87.6798605752"
926,Milwaukee,NW,Kinzie,Chicago,0.76,N,,-87.64413315,41.88902006,-87.65519839,41.89623335,-1,10/15/16 11:50 PM,,"-87.6441331477, 41.8890200552","41.8890200552, -87.6551983919"
907,Michigan,NB,Congress,Randolph,0.6,S,,-87.624123,41.875777,-87.62426376,41.88447407,19,10/15/16 11:50 PM,,"-87.624123, 41.875777","41.875777, -87.62426376"
1035,Wacker,SB,Franklin,Lake,0.11,N,,-87.63562682,41.88685638,-87.63715538,41.88572581,-1,10/15/16 11:50 PM,,"-87.635626816, 41.886856376","41.886856376, -87.637155382"
1201,Halsted,NB,91st,87th,0.5,S,,-87.643226,41.728767,-87.643376,41.736073,-1,10/15/16 11:50 PM,,"-87.643226, 41.728767","41.728767, -87.643376"
1273,Madison,WB,Racine,Ashland,0.5,W,,-87.657142,41.881715,-87.666802,41.881554,25,10/15/16 11:50 PM,,"-87.657142, 41.881715","41.881715, -87.666802"
1125,Cicero,NB,Pershing,31st,1.008068417,S,Outside City Limits,-87.74340541,41.82213967,-87.74356486,41.83674551,33,10/15/16 11:50 PM,,"-87.7434054086, 41.82213967","41.82213967, -87.7435648614"
896,Lake Shore Dr,SE,Foster,Lawrence,0.51,N,,-87.65065077,41.97659669,-87.64815292,41.96940599,-1,10/15/16 11:50 PM,,"-87.6506507735, 41.9765966882","41.9765966882, -87.6481529198"
786,Peterson,WB,Central Park,Pulaski,0.5,W,,-87.71886757,41.99039038,-87.7286541,41.99030557,-1,10/15/16 11:50 PM,,"-87.7188675725, 41.9903903804","41.9903903804, -87.7286540964"
895,Lake Shore Dr,SE,Lawrence,Montrose,0.52,N,,-87.64815292,41.96940599,-87.64644589,41.96200822,-1,10/15/16 11:50 PM,,"-87.6481529198, 41.9694059924","41.9694059924, -87.64644589"
922,Michigan,SB,Ohio,Randolph,0.56,N,,-87.624359,41.892571,-87.62465,41.88447407,17,10/15/16 11:50 PM,,"-87.624359, 41.892571","41.892571, -87.62465"
889,Lake Shore Dr,SE,Fullerton,North Ave,1.05,N,,-87.63139389,41.92608498,-87.62614841,41.91133244,-1,10/15/16 11:50 PM,,"-87.6313938932, 41.9260849848","41.9260849848, -87.6261484121"
1272,Madison,EB,Racine,Halsted,0.5,E,,-87.657142,41.881515,-87.647361,41.881676,22,10/15/16 11:50 PM,,"-87.657142, 41.881515","41.881515, -87.647361"
791,Peterson,WB,Ridge,Damen,0.39,W,,-87.67214507,41.99091724,-87.67985777,41.99082463,-1,10/15/16 11:50 PM,,"-87.6721450666, 41.9909172373","41.9909172373, -87.6798577685"
520,Archer,WB,Halsted,Ashland,1.19,S,,-87.64651959,41.84732087,-87.66577839,41.83783649,33,10/15/16 11:50 PM,,"-87.64651959, 41.84732087","41.84732087, -87.66577839"
911,Michigan,NB,Ohio,Lake Shore Dr Michigan Entrance Ramp,0.84,N,,-87.623997,41.892571,-87.62393627,41.90082865,11,10/15/16 11:50 PM,,"-87.623997, 41.892571","41.892571, -87.62393627"
738,Milwaukee,NW,Diversey,Belmont,0.78,N,,-87.71206618,41.93195118,-87.72376658,41.93914055,-1,10/15/16 11:50 PM,,"-87.7120661817, 41.9319511814","41.9319511814, -87.72376658"
757,Grand,WB,State,LaSalle,0.43,E,Oneway,-87.62806696,41.8917151,-87.63258787,41.8916126,-1,10/15/16 11:50 PM,,"-87.62806696, 41.8917151045","41.8917151045, -87.6325878656"
1274,Madison,EB,Ashland,Racine,0.5,E,,-87.666802,41.881354,-87.657142,41.881515,-1,10/15/16 11:50 PM,,"-87.666802, 41.881354","41.881354, -87.657142"
767,Harlem,NB,Grand,Diversey,0.47,N,,-87.8060612,41.92399189,-87.80628551,41.93081218,-1,10/15/16 11:50 PM,,"-87.8060612029, 41.9239918867","41.9239918867, -87.8062855111"
795,Ridge,WB,Hollywood,Peterson,0.63,W,part of Peterson,-87.66240363,41.98518009,-87.67214507,41.99091724,-1,10/15/16 11:50 PM,,"-87.6624036279, 41.985180094","41.985180094, -87.6721450666"
517,Archer,WB,Western,California,0.64,S,,-87.68489325,41.82615333,-87.69448283,41.82013776,-1,10/15/16 11:50 PM,,"-87.68489325, 41.82615333","41.82615333, -87.69448283"
1049,Warren,EB,Damen,Ashland,0.5,W,,-87.67666452,41.88209471,-87.66683913,41.8822417,-1,10/15/16 11:50 PM,,"-87.6766645172, 41.8820947137","41.8820947137, -87.6668391286"
1040,Wacker,WB,Lake Shore Dr,Michigan,0.54,E,,-87.61402527,41.88763704,-87.62457619,41.88830328,-1,10/15/16 11:50 PM,,"-87.61402527, 41.88763704","41.88763704, -87.62457619"
898,Michigan,NB,31st,26th,0.5,S,,-87.62305669,41.83834404,-87.62343743,41.84564219,27,10/15/16 11:50 PM,,"-87.62305669, 41.83834404","41.83834404, -87.62343743"
779,Peterson,EB,Jersey,California,0.6,W,,-87.71111146,41.99024515,-87.69940015,41.99030075,-1,10/15/16 11:50 PM,,"-87.7111114564, 41.9902451513","41.9902451513, -87.6994001534"
755,Ewing,SB,96th,Indianapolis,0.59,S,,-87.53541827,41.72132866,-87.53545865,41.71281421,-1,10/15/16 11:50 PM,,"-87.5354182726, 41.7213286555","41.7213286555, -87.5354586494"
770,Harlem,NB,Addison,Forest Preserve Ave,0.59,N,,-87.80682109,41.94526297,-87.80710558,41.95387908,-1,10/15/16 11:50 PM,,"-87.8068210943, 41.9452629688","41.9452629688, -87.8071055817"
1207,Halsted,NB,67th,63rd,0.5,S,,-87.644407,41.772472,-87.644597,41.779751,19,10/15/16 11:50 PM,,"-87.644407, 41.772472","41.772472, -87.644597"
1205,Halsted,NB,76th,71st,0.62,S,,-87.643993,41.756089,-87.644221,41.765201,-1,10/15/16 11:50 PM,,"-87.643993, 41.756089","41.756089, -87.644221"
777,Peterson,EB,Pulaski,Central Park,0.5,W,,-87.72865669,41.99003117,-87.71887021,41.99011597,-1,10/15/16 11:50 PM,,"-87.7286566934, 41.9900311655","41.9900311655, -87.7188702116"
759,Grand,WB,Columbus,Michigan,0.2,E,Oneway,-87.62020376,41.89179849,-87.62414615,41.8917304,25,10/15/16 11:50 PM,,"-87.6202037576, 41.891798492","41.891798492, -87.6241461501"
515,Archer,WB,Kedzie,47th,0.66,S,,-87.7042579,41.81426355,-87.71403459,41.80803564,-1,10/15/16 11:50 PM,,"-87.7042579, 41.81426355","41.81426355, -87.71403459"
904,Michigan,NB,Roosevelt,Congress,0.57,S,,-87.62392868,41.86745208,-87.624123,41.875777,27,10/15/16 11:50 PM,,"-87.62392868, 41.86745208","41.86745208, -87.624123"
908,Michigan,NB,Randolph,Ohio,0.56,N,,-87.62426376,41.88447407,-87.623997,41.892571,27,10/15/16 11:50 PM,,"-87.62426376, 41.88447407","41.88447407, -87.623997"
797,Stony Island,NB,95th,91st,0.5,S,,-87.58495074,41.72234636,-87.58506948,41.72961117,29,10/15/16 11:50 PM,,"-87.5849507392, 41.722346361","41.722346361, -87.5850694771"
790,Peterson,WB,Damen,Western,0.5,W,,-87.67985777,41.99082463,-87.68969106,41.99065792,-1,10/15/16 11:50 PM,,"-87.6798577685, 41.9908246255","41.9908246255, -87.6896910614"
802,Stony Island,NB,75th,71st,0.5,S,,-87.58574643,41.7587832,-87.58591562,41.76608544,23,10/15/16 11:50 PM,,"-87.585746426, 41.7587831979","41.7587831979, -87.5859156196"
753,Ewing,NB,96th,95th,0.13,S,,-87.535052,41.72132611,-87.53635941,41.72294029,-1,10/15/16 11:50 PM,,"-87.5350520018, 41.7213261115","41.7213261115, -87.5363594103"
1024,Wacker,NB,Van Buren,Madison,0.35,S,,-87.63665943,41.87680423,-87.63670641,41.88191408,-1,10/15/16 11:50 PM,,"-87.6366594269, 41.8768042277","41.8768042277, -87.6367064128"
1202,Halsted,NB,87th,83rd,0.5,S,,-87.643376,41.736073,-87.643641,41.743359,-1,10/15/16 11:50 PM,,"-87.643376, 41.736073","41.736073, -87.643641"
918,Michigan,SB,Congress,Roosevelt,0.57,S,,-87.624605,41.875777,-87.62442868,41.86745208,26,10/15/16 11:50 PM,,"-87.624605, 41.875777","41.875777, -87.62442868"
788,Peterson,WB,California,Jersey,0.6,W,,-87.69939743,41.99057516,-87.71110878,41.99051956,-1,10/15/16 11:50 PM,,"-87.6993974307, 41.9905751568","41.9905751568, -87.7111087839"
892,Lake Shore Dr,SE,Addison,Belmont,0.62,N,,-87.64354273,41.94865082,-87.63858988,41.94038637,-1,10/15/16 11:50 PM,,"-87.6435427315, 41.9486508165","41.9486508165, -87.6385898812"
527,Caldwell,NW,Mendota,Touhy,0.59,N,,-87.78226252,42.00481724,-87.78850216,42.0119672,-1,10/15/16 11:50 PM,,"-87.78226252, 42.00481724","42.00481724, -87.78850216"
765,Harlem,NB,North Ave,Armitage,0.51,N,,-87.8055691,41.90883753,-87.8058078,41.91616894,-1,10/15/16 11:50 PM,,"-87.8055690991, 41.9088375317","41.9088375317, -87.8058078034"
528,Caldwell,NW,Devon,Mendota,0.96,N,,-87.76650952,41.99730108,-87.78226252,42.00481724,-1,10/15/16 11:50 PM,,"-87.76650952, 41.99730108","41.99730108, -87.78226252"
612,Lake Shore Dr,SE,Roosevelt,18th,0.67,S,,-87.61903825,41.86746738,-87.61678594,41.85796276,47,10/15/16 11:50 PM,,"-87.6190382545, 41.8674673837","41.8674673837, -87.6167859369"
913,Michigan,SB,Cermak,26th,0.5,S,,-87.62410876,41.85285485,-87.62390743,41.84564219,27,10/15/16 11:50 PM,,"-87.62410876, 41.85285485","41.85285485, -87.62390743"
1269,Madison,WB,Michigan,Wacker,0.64,W,Oneway WB,-87.624366,41.882109,-87.636891,41.882014,24,10/15/16 11:50 PM,,"-87.624366, 41.882109","41.882109, -87.636891"
529,Caldwell,NW,Central,Devon,0.15,N,,-87.764172,41.996247,-87.76650952,41.99730108,-1,10/15/16 11:50 PM,,"-87.764172, 41.996247","41.996247, -87.76650952"
615,Lake Shore Dr,SB,Monroe,Balbo,0.53,N,,-87.61767166,41.88091881,-87.61749612,41.8732575,-1,10/15/16 11:50 PM,,"-87.61767166, 41.88091881","41.88091881, -87.61749612"
762,Harlem,NB,63rd,59th,0.51,S,,-87.80071556,41.77729068,-87.80103283,41.78468758,-1,10/15/16 11:50 PM,,"-87.8007155573, 41.7772906843","41.7772906843, -87.8010328293"
800,Stony Island,NB,83rd,79th,0.5,S,,-87.58540768,41.74421622,-87.58557682,41.75151848,31,10/15/16 11:50 PM,,"-87.5854076784, 41.7442162163","41.7442162163, -87.5855768194"
518,Archer,WB,Damen,Western,0.63,S,,-87.67537005,41.8319637,-87.68489325,41.82615333,20,10/15/16 11:50 PM,,"-87.67537005, 41.8319637","41.8319637, -87.68489325"
1126,Cicero,NB,31st,Cermak,1.000915218,S,Outside City Limits,-87.74356486,41.83674551,-87.74406669,41.85124331,28,10/15/16 11:50 PM,,"-87.7435648614, 41.8367455138","41.8367455138, -87.7440666919"
778,Peterson,EB,Central Park,Jersey,0.39,W,,-87.71887021,41.99011597,-87.71111146,41.99024515,-1,10/15/16 11:50 PM,,"-87.7188702116, 41.9901159749","41.9901159749, -87.7111114564"
756,Ewing,SB,95th,96th,0.13,S,,-87.53672571,41.72294283,-87.53541827,41.72132866,-1,10/15/16 11:50 PM,,"-87.5367257051, 41.7229428303","41.7229428303, -87.5354182726"
917,Michigan,SB,Roosevelt,16th,0.23,S,,-87.62442868,41.86745208,-87.62423822,41.860205,20,10/15/16 11:50 PM,,"-87.62442868, 41.86745208","41.86745208, -87.62423822"
1018,Touhy,WB,California,Kedzie,0.47,W,,-87.6997439,42.01225079,-87.70905405,42.01199406,-1,10/15/16 11:50 PM,,"-87.6997439031, 42.0122507875","42.0122507875, -87.7090540535"
782,Peterson,EB,Damen,Ridge,0.39,W,,-87.67986058,41.99055022,-87.67214791,41.99064283,-1,10/15/16 11:50 PM,,"-87.6798605752, 41.9905502221","41.9905502221, -87.6721479065"
784,Peterson,WB,Kostner,Cicero,0.51,W,,-87.73838398,41.99014783,-87.74832465,41.99003672,-1,10/15/16 11:50 PM,,"-87.738383984, 41.99014783","41.99014783, -87.7483246455"
912,Michigan,SB,26th,31st,0.5,S,,-87.62390743,41.84564219,-87.62363669,41.83834404,26,10/15/16 11:50 PM,,"-87.62390743, 41.84564219","41.84564219, -87.62363669"
525,Caldwell,SE,Devon,Central,0.15,N,,-87.76687737,41.9973029,-87.76439676,41.99613935,-1,10/15/16 11:50 PM,,"-87.7668773678, 41.997302901","41.997302901, -87.7643967598"
796,Stony Island,NB,103rd,95th,1.01,S,,-87.5857288,41.70776803,-87.58495074,41.72234636,-1,10/15/16 11:50 PM,,"-87.5857288013, 41.7077680335","41.7077680335, -87.5849507392"
900,Michigan,NB,Cermak,16th,0.51,S,,-87.62360876,41.85285485,-87.62377822,41.860205,24,10/15/16 11:50 PM,,"-87.62360876, 41.85285485","41.85285485, -87.62377822"
1127,Cicero,NB,Cermak,Roosevelt,1.016147694,S,Outside City Limits,-87.74406669,41.85124331,-87.74461809,41.86596086,38,10/15/16 11:50 PM,,"-87.7440666919, 41.8512433072","41.8512433072, -87.7446180929"
1026,Wacker,NB,Lake,Franklin,0.11,N,,-87.63678817,41.88572358,-87.63525959,41.88685414,-1,10/15/16 11:50 PM,,"-87.6367881652, 41.8857235783","41.8857235783, -87.6352595929"
801,Stony Island,NB,79th,75th,0.5,S,,-87.58557682,41.75151848,-87.58574643,41.7587832,23,10/15/16 11:50 PM,,"-87.5855768194, 41.7515184785","41.7515184785, -87.585746426"
752,Ewing,NB,Indianapolis,96th,0.59,S,,-87.53509242,41.71281167,-87.535052,41.72132611,-1,10/15/16 11:50 PM,,"-87.5350924196, 41.71281167","41.71281167, -87.5350520018"
1036,Wacker,WB,LaSalle,Franklin,0.15,W,,-87.63248289,41.88706643,-87.63544173,41.88699246,-1,10/15/16 11:50 PM,,"-87.6324828907, 41.8870664305","41.8870664305, -87.6354417258"
737,Milwaukee,NW,Fullerton,Diversey,0.79,N,,-87.70022285,41.92478966,-87.71206618,41.93195118,-1,10/15/16 11:50 PM,,"-87.7002228515, 41.9247896604","41.9247896604, -87.7120661817"
531,Cermak,EB,City Boundary,Kostner,0.25,W,,-87.73946928,41.85123506,-87.73451025,41.85130816,32,10/15/16 11:50 PM,,"-87.7394692786, 41.851235056","41.851235056, -87.7345102484"
1011,Touhy,WB,Harlem,Oriole,0.5,W,,-87.80657598,42.01185385,-87.81632551,42.01159632,-1,10/15/16 11:50 PM,,"-87.8065759801, 42.0118538545","42.0118538545, -87.8163255119"
739,Milwaukee,NW,Belmont,Addison,0.78,N,,-87.72376658,41.93914055,-87.73544316,41.94624316,-1,10/15/16 11:50 PM,,"-87.72376658, 41.9391405545","41.9391405545, -87.7354431617"
1208,Halsted,NB,63rd,59th,0.5,S,,-87.644597,41.779751,-87.64478,41.787025,24,10/15/16 11:50 PM,,"-87.644597, 41.779751","41.779751, -87.64478"
521,Archer,WB,Cermak,Halsted,0.72,S,,-87.63481317,41.85300225,-87.64651959,41.84732087,-1,10/15/16 11:50 PM,,"-87.63481317, 41.85300225","41.85300225, -87.64651959"
799,Stony Island,NB,87th,83rd,0.5,S,,-87.58523857,41.73691345,-87.58540768,41.74421622,34,10/15/16 11:50 PM,,"-87.5852385693, 41.7369134537","41.7369134537, -87.5854076784"
914,Michigan,SB,16th,Cermak,0.18,S,,-87.62423822,41.860205,-87.62410876,41.85285485,23,10/15/16 11:50 PM,,"-87.62423822, 41.860205","41.860205, -87.62410876"
1209,Halsted,NB,59th,55th,0.5,S,,-87.64478,41.787025,-87.64497,41.794301,25,10/15/16 11:50 PM,,"-87.64478, 41.787025","41.787025, -87.64497"
1270,Madison,WB,Wacker,Halsted,0.54,W,,-87.636891,41.882014,-87.647361,41.881876,16,10/15/16 11:50 PM,,"-87.636891, 41.882014","41.882014, -87.647361"
891,Lake Shore Dr,SE,Belmont,Diversey,0.58,N,,-87.63858988,41.94038637,-87.63222206,41.93342787,-1,10/15/16 11:50 PM,,"-87.6385898812, 41.9403863706","41.9403863706, -87.6322220647"
805,Stony Island,NB,63rd,59th,0.5,S,,-87.58625452,41.7806524,-87.58647548,41.78787961,26,10/15/16 11:50 PM,,"-87.5862545245, 41.7806524044","41.7806524044, -87.5864754787"
793,Hollywood,EB,Ridge,Lake Shore Dr,0.45,W,part of Peterson,-87.66240651,41.98490569,-87.65352012,41.98525955,-1,10/15/16 11:50 PM,,"-87.662406509, 41.9849056913","41.9849056913, -87.6535201163"
1271,Madison,WB,Halsted,Racine,0.5,W,,-87.647361,41.881876,-87.657142,41.881715,17,10/15/16 11:50 PM,,"-87.647361, 41.881876","41.881876, -87.657142"
516,Archer,WB,California,Kedzie,0.64,S,,-87.69448283,41.82013776,-87.7042579,41.81426355,-1,10/15/16 11:50 PM,,"-87.69448283, 41.82013776","41.82013776, -87.7042579"
768,Harlem,NB,Diversey,Belmont,0.5,N,,-87.80628551,41.93081218,-87.80654434,41.93798727,-1,10/15/16 11:50 PM,,"-87.8062855111, 41.930812181","41.930812181, -87.8065443404"
763,Harlem,NB,59th,Archer,0.5,S,,-87.80103283,41.78468758,-87.80134462,41.79193834,-1,10/15/16 11:50 PM,,"-87.8010328293, 41.7846875845","41.7846875845, -87.801344619"
899,Michigan,NB,26th,Cermak,0.5,S,,-87.62343743,41.84564219,-87.62360876,41.85285485,25,10/15/16 11:50 PM,,"-87.62343743, 41.84564219","41.84564219, -87.62360876"
783,Peterson,WB,Cicero,Edens Expy,0.12,W,,-87.74832465,41.99003672,-87.75066593,41.99029771,-1,10/15/16 11:50 PM,,"-87.7483246455, 41.9900367205","41.9900367205, -87.7506659344"
789,Peterson,WB,Western,California,0.49,W,,-87.68969106,41.99065792,-87.69939743,41.99057516,-1,10/15/16 11:50 PM,,"-87.6896910614, 41.9906579206","41.9906579206, -87.6993974307"
519,Archer,WB,Ashland,Damen,0.63,S,,-87.66577839,41.83783649,-87.67537005,41.8319637,36,10/15/16 11:50 PM,,"-87.66577839, 41.83783649","41.83783649, -87.67537005"
1037,Wacker,WB,State,LaSalle,0.23,E,,-87.62797349,41.88695087,-87.63248289,41.88706643,-1,10/15/16 11:50 PM,,"-87.627973493, 41.8869508682","41.8869508682, -87.6324828907"
787,Peterson,WB,Jersey,Central Park,0.39,W,,-87.71110878,41.99051956,-87.71886757,41.99039038,-1,10/15/16 11:50 PM,,"-87.7111087839, 41.9905195564","41.9905195564, -87.7188675725"
925,Michigan,SB,Lake Shore Dr Michigan Exit Ramp,Ohio,0.84,N,,-87.624408,41.90082865,-87.624359,41.892571,17,10/15/16 11:50 PM,,"-87.624408, 41.90082865","41.90082865, -87.624359"
806,Stony Island,NB,59th,57th,0.25,S,,-87.58647548,41.78787961,-87.58653428,41.79156857,30,10/15/16 11:50 PM,,"-87.5864754787, 41.7878796071","41.7878796071, -87.5865342813"
903,Michigan,NB,16th,Roosevelt,0.49,S,,-87.62377822,41.860205,-87.62392868,41.86745208,29,10/15/16 11:50 PM,,"-87.62377822, 41.860205","41.860205, -87.62392868"
1034,Wacker,SB,Lake,Madison,0.26,N,,-87.63715538,41.88572581,-87.63707361,41.8819163,-1,10/15/16 11:50 PM,,"-87.637155382, 41.8857258051","41.8857258051, -87.6370736078"
785,Peterson,WB,Pulaski,Kostner,0.5,W,,-87.7286541,41.99030557,-87.73838398,41.99014783,-1,10/15/16 11:50 PM,,"-87.7286540964, 41.9903055715","41.9903055715, -87.738383984"
776,Peterson,EB,Kostner,Pulaski,0.5,W,,-87.73838654,41.98987342,-87.72865669,41.99003117,-1,10/15/16 11:50 PM,,"-87.7383865392, 41.9898734235","41.9898734235, -87.7286566934"
921,Michigan,SB,Randolph,Congress,0.25,S,,-87.62465,41.88447407,-87.624605,41.875777,23,10/15/16 11:50 PM,,"-87.62465, 41.88447407","41.88447407, -87.624605"
760,Grand,WB,Lake Shore Dr,Columbus,0.3,E,Oneway,-87.61421797,41.89189994,-87.62020376,41.89179849,17,10/15/16 11:50 PM,,"-87.6142179735, 41.89189994","41.89189994, -87.6202037576"
1206,Halsted,NB,71st,67th,0.5,S,,-87.644221,41.765201,-87.644407,41.772472,-1,10/15/16 11:50 PM,,"-87.644221, 41.765201","41.765201, -87.644407"
1031,Wacker,EB,Michigan,Lake Shore Dr,0.54,E,,-87.62457922,41.88802888,-87.61402835,41.88736263,-1,10/15/16 11:50 PM,,"-87.62457922, 41.88802888","41.88802888, -87.61402835"
1033,Wacker,SB,Madison,Van Buren,0.35,N,,-87.63707361,41.8819163,-87.63702659,41.87680645,20,10/15/16 11:50 PM,,"-87.6370736078, 41.8819163019","41.8819163019, -87.6370265926"
530,Caldwell,NW,Edens Expy,Central,0.79,N,,-87.75093868,41.99028834,-87.764172,41.996247,-1,10/15/16 11:50 PM,,"-87.75093868, 41.99028834","41.99028834, -87.764172"
780,Peterson,EB,California,Western,0.49,W,,-87.69940015,41.99030075,-87.68969383,41.99038352,-1,10/15/16 11:50 PM,,"-87.6994001534, 41.9903007523","41.9903007523, -87.6896938259"
927,Milwaukee,NW,Chicago,Division,0.75,N,,-87.65519839,41.89623335,-87.66627862,41.90334086,-1,10/15/16 11:50 PM,,"-87.6551983919, 41.8962333529","41.8962333529, -87.6662786223"
1203,Halsted,NB,83rd,79th,0.5,S,,-87.643641,41.743359,-87.643853,41.750643,-1,10/15/16 11:50 PM,,"-87.643641, 41.743359","41.743359, -87.643853"
890,Lake Shore Dr,SB,Diversey,Fullerton,0.51,N,,-87.63222206,41.93342787,-87.63139389,41.92608498,-1,10/15/16 11:50 PM,,"-87.6322220647, 41.9334278712","41.9334278712, -87.6313938932"
1051,Washington,EB,Ogden,Racine,0.41,W,,-87.6646726,41.88268998,-87.65666699,41.8829113,-1,10/15/16 11:50 PM,,"-87.664672601, 41.8826899771","41.8826899771, -87.6566669933"
894,Lake Shore Dr,SE,Montrose,Irving Park,0.51,N,,-87.64644589,41.96200822,-87.64494887,41.95465873,-1,10/15/16 11:50 PM,,"-87.64644589, 41.96200822","41.96200822, -87.644948865"
1204,Halsted,NB,79th,76th,0.38,S,,-87.643853,41.750643,-87.643993,41.756089,-1,10/15/16 11:50 PM,,"-87.643853, 41.750643","41.750643, -87.643993"
893,Lake Shore Dr,SE,Irving Park,Addison,0.42,N,,-87.64494887,41.95465873,-87.64354273,41.94865082,43,10/15/16 11:50 PM,,"-87.644948865, 41.9546587304","41.9546587304, -87.6435427315"
792,Ridge,EB,Peterson,Hollywood,0.63,W,part of Peterson,-87.67214791,41.99064283,-87.66240651,41.98490569,-1,10/15/16 11:50 PM,,"-87.6721479065, 41.9906428343","41.9906428343, -87.662406509"
798,Stony Island,NB,91st,87th,0.5,S,,-87.58506948,41.72961117,-87.58523857,41.73691345,31,10/15/16 11:50 PM,,"-87.5850694771, 41.7296111731","41.7296111731, -87.5852385693"
804,Stony Island,NB,67th,63rd,0.5,S,,-87.58603448,41.77334985,-87.58625452,41.7806524,25,10/15/16 11:50 PM,,"-87.5860344826, 41.7733498484","41.7733498484, -87.5862545245"
758,Grand,WB,Michigan,State,0.2,E,Oneway,-87.62414615,41.8917304,-87.62806696,41.8917151,22,10/15/16 11:50 PM,,"-87.6241461501, 41.8917303986","41.8917303986, -87.62806696"
1028,Wacker,EB,LaSalle,State,0.23,W,,-87.63248589,41.88679204,-87.62797651,41.88667645,-1,10/15/16 11:50 PM,,"-87.6324858898, 41.8867920358","41.8867920358, -87.6279765117"
1027,Wacker,EB,Franklin,LaSalle,0.15,W,,-87.63544471,41.88671806,-87.63248589,41.88679204,-1,10/15/16 11:50 PM,,"-87.6354447124, 41.8867180602","41.8867180602, -87.6324858898"
803,Stony Island,NB,71st,67th,0.5,S,,-87.58591562,41.76608544,-87.58603448,41.77334985,-1,10/15/16 11:50 PM,,"-87.5859156196, 41.7660854419","41.7660854419, -87.5860344826"
468,95th,WB,Michigan,Wentworth,0.41,E,,-87.62053122,41.72191062,-87.62863593,41.7218472,22,10/15/16 11:50 PM,,"-87.6205312155, 41.7219106219","41.7219106219, -87.6286359347"
248,55th,EB,Austin,Central,0.5,W,,-87.77206742,41.79240528,-87.76223503,41.79240528,-1,10/15/16 11:50 PM,,"-87.77206742, 41.79240528","41.79240528, -87.76223503"
487,111th,WB,Stewart,Halsted,0.48,W,,-87.63292159,41.69259844,-87.64236337,41.69250715,-1,10/15/16 11:50 PM,,"-87.6329215921, 41.6925984414","41.6925984414, -87.6423633676"
709,Dr Martin L King Jr,SB,63rd,67th,0.5,S,,-87.61581953,41.78018387,-87.61560029,41.77294907,-1,10/15/16 11:50 PM,,"-87.6158195303, 41.7801838678","41.7801838678, -87.6156002918"
514,Archer,WB,47th,Pulaski,0.62,S,,-87.71403459,41.80803564,-87.72348218,41.80245859,-1,10/15/16 11:50 PM,,"-87.71403459, 41.80803564","41.80803564, -87.72348218"
463,95th,WB,Damen,Western,0.48,W,,-87.67272559,41.72116401,-87.68205694,41.7211025,29,10/15/16 11:50 PM,,"-87.6727255878, 41.7211640089","41.7211640089, -87.6820569435"
490,111th,WB,Bishop Ford Expy,Cottage Grove,0.57,E,,-87.59880953,41.69264939,-87.60985398,41.69290089,-1,10/15/16 11:50 PM,,"-87.5988095261, 41.6926493901","41.6926493901, -87.6098539827"
710,Dr Martin L King Jr,SB,59th,63rd,0.51,S,,-87.61600437,41.7875182,-87.61581953,41.78018387,18,10/15/16 11:50 PM,,"-87.6160043658, 41.7875182","41.7875182, -87.6158195303"
471,95th,WB,Woodlawn,Cottage Grove,0.5,E,,-87.5947314,41.72227695,-87.60450127,41.72222592,-1,10/15/16 11:50 PM,,"-87.594731404, 41.7222769494","41.7222769494, -87.6045012673"
488,111th,WB,Michigan,Stewart,0.61,E,,-87.62103633,41.69275631,-87.63292159,41.69259844,-1,10/15/16 11:50 PM,,"-87.6210363283, 41.6927563144","41.6927563144, -87.6329215921"
503,Archer,EB,Western,Damen,0.63,S,,-87.68489602,41.82587891,-87.67537287,41.83168929,38,10/15/16 11:50 PM,,"-87.6848960158, 41.8258789119","41.8258789119, -87.675372871"
715,Dr Martin L King Jr,SB,Pershing,43rd,0.5,S,,-87.617172,41.82382698,-87.61696619,41.81663678,-1,10/15/16 11:50 PM,,"-87.6171719977, 41.823826979","41.823826979, -87.6169661907"
